order,word,phonetic,example,note,definition_en
1,free market,/fɹˈiː mˈɑːɹkɪt/,"In a free market economy, prices are determined by supply and demand rather than government intervention.",,
2,stock exchange,/stˈɑːk ɛkstʃˈeɪndʒ/,The New York Stock Exchange is one of the largest and most influential stock exchanges in the world.,,
3,bankrupt,/ˈbæŋkɹəpt/,"After years of financial mismanagement, the business went bankrupt.",,
4,broke,/ˈbɹoʊk/,I'm broke until payday.,,
5,stake,/ˈsteɪk/,She purchased a significant stake in the startup company to support its growth.,,
6,market economy,/mˈɑːɹkɪt ɪkˈɑːnəmi/,A market economy allows businesses to operate based on supply and demand without government interference in pricing.,,
7,earnings,/ˈɝnɪŋz/,"The company reported higher-than-expected earnings for the quarter, boosting investor confidence.",,
8,incentive,"/ˌɪnˈsɛnɪv/, /ˌɪnˈsɛntɪv/",The company offered a bonus as an incentive for employees who exceeded their sales targets.,,
9,to hoard,/ˈhɔɹd/,The survivalist hoarded canned food and water in a hidden bunker in preparation for a potential disaster.,,
10,extravagant,/ɛkˈstɹævəɡənt/,She threw an extravagant birthday party with live music and gourmet catering.,,
11,to fluctuate,/ˈfɫəktʃəˌweɪt/,"The economy fluctuates, affecting businesses and individuals alike.",,
12,to freeze,/friːz/,The government decided to freeze the assets of the company suspected of money laundering until the investigation was complete.,,
13,to level off,/lˈɛvəl ˈɔf/,"Sales have leveled off after a period of rapid growth, indicating a more sustainable pace of expansion.",,
14,fundraising,/ˈfənˌdɹeɪsɪŋ/,The nonprofit organization organized a fundraising gala to raise funds for cancer research.,,
15,depression,/dɪˈpɹɛʃən/,The Great Depression of the 1930s saw widespread unemployment and severe economic hardship.,,
16,equilibrium,/ˌikwəˈɫɪbɹiəm/,The tightrope walker maintained perfect equilibrium as they carefully balanced along the narrow line.,,
17,monopoly,/məˈnɑpəɫi/,Many indie bookstores face challenges in a landscape dominated by the monopoly of major online retailers.,,
18,merger,/ˈmɝdʒɝ/,The merger between the two leading airlines created one of the largest aviation companies in the world.,,
19,donor,/ˈdoʊnɝ/,The hospital honored its largest donor for contributing funds to build a new pediatric wing.,,
20,index,/ˈɪndɛks/,The Consumer Price Index (CPI) is used to measure inflation by comparing current prices to those of a base year.,,
21,portfolio,/pɔɹtˈfoʊɫiˌoʊ/,"She diversified her investment portfolio to include stocks, bonds, and real estate.",,
22,near-field communication,/nˌɪɹfˈiːld kəmjˌuːnɪkˈeɪʃən/,Many modern smartphones are equipped with near-field communication technology for contactless payments.,,
23,buck,/bʌk/,He found a buck on the sidewalk and used it to buy a lottery ticket.,,
24,nickel,/ˈnɪkəɫ/,He found a nickel on the ground and added it to his coin collection.,,
25,dime,/ˈdaɪm/,He placed a dime in the vending machine to buy a small piece of candy.,,
26,peak,/pik/,"On the sales chart, the peak occurred in December, showing the highest number of transactions.",,
27,worthless,/ˈwɝθɫəs/,The broken watch was deemed worthless and thrown away.,,
28,costly,"/ˈkɑstɫi/, /ˈkɔstɫi/",The decision to renovate the kitchen was a costly undertaking.,,
29,cut,/kʌt/,The producer received a significant cut of the film's profits for their role in financing and overseeing the project.,,
30,prepaid,/pɹiˈpeɪd/,She bought a prepaid phone card to make international calls without running up a large bill.,,
31,priceless,/ˈpɹaɪsɫəs/,The handwritten letter from her late grandmother was a priceless keepsake.,,
32,to privatize,/ˈpɹɪvəˌtaɪz/,The government decided to privatize the national airline to improve efficiency and reduce costs.,,
33,quotation,/kwoʊˈteɪʃən/,"The contractor provided a detailed quotation for the renovation project, outlining materials and labor costs.",,
34,subsidy,/ˈsəbsɪdi/,The government provides subsidies to farmers to support agricultural production and maintain food security.,,
35,tariff,/ˈtɛɹəf/,The government imposed a tariff on imported steel to protect domestic producers.,,
36,accountancy,/əˈkaʊntənsi/,She pursued a degree in accountancy to become a certified public accountant (CPA).,,
37,to back,/bæk/,The bank backed the new startup with a loan.,,
38,to consolidate,/kənˈsɑlɪˌdeɪt/,"After reviewing their finances, the couple decided to consolidate their multiple credit card debts into a single, lower-interest loan.",,
39,to deposit,/dɪˈpɑzɪt/,She deposited her paycheck into her savings account to start building her nest egg.,,
