order,word,phonetic,example,note,definition_en
1,anthropology,/ˌænθrəˈpɑlədʒi/,Sarah decided to major in anthropology to study the diverse cultures and societies around the world.,,
2,aristocrat,/əˈrɪstəˌkræt/,"In the 18th century, an aristocrat's life was filled with lavish parties, elegant balls, and exclusive social events.",,
3,baron,/ˈbærən/,The European baron had privileges not granted in Britain.,,
4,earl,/ɜrl/,"The earl's title is among the oldest in British nobility, historically ranking just below that of a duke.",,
5,noble,/ˈnoʊbəl/,The noble hosted a grand feast at his castle to celebrate the king's visit.,,
6,peer,/pɪr/,"In high school, he struggled to find peers who shared his passion for classical literature.",,
7,belonging,/bɪˈlɑŋɪŋ/,"Finding a sense of belonging in a new city can take time, but joining local clubs and groups helps build connections.",,
8,citizenship,/ˈsɪtəzənˌʃɪp/,Citizenship is the legal status that grants individuals certain rights and responsibilities within a country.,,
9,alien,/ˈeɪliən/,The alien landscape seemed otherworldly to the explorers.,,
10,civic,/ˈsɪvɪk/,Civic engagement involves actively participating in community activities or political affairs to promote social justice and change.,,
11,humanitarian,/hjuˌmænɪˈtɛriən/,She is known for her humanitarian work in disaster zones.,,
12,sexuality,/ˌsɛkʃuˈælɪti/,"Sexuality encompasses a person's sexual orientation, preferences, and identity, which can be fluid and diverse.",,
13,feminist,/ˈfɛmənɪst/,The feminist movement fights for gender equality in all aspects of society.,,
14,feminine,/ˈfɛmɪnɪn/,The feminine dress was adorned with delicate lace and pastel colors.,,
15,gender-neutral,/ˈdʒɛndər ˈnutrəl/,"Gender-neutral refers to language, clothing, or spaces that are inclusive and do not specifically identify with any gender.",,
16,masculine,/ˈmæskjəlɪn/,The masculine physique of the bodybuilder was evident in his strong muscles and broad shoulders.,,
17,LGBTQ,/ˌɛlˌdʒiˌbiˌtiˈkju/,"The LGBTQ community advocates for the rights and acceptance of individuals who identify as lesbian, gay, bisexual, transgender, queer, or questioning.",,
18,bisexual,/baɪˈsɛkʃuəl/,"A bisexual often faces unique challenges related to their sexual orientation, including misconceptions from both heterosexual and homosexual communities.",,
19,heterosexual,/ˌhɛtəroʊˈsɛkʃuəl/,"As a heterosexual, he felt society's expectations were often unfairly imposed on him.",,
20,homosexual,/ˌhoʊmoʊˈsɛkʃuəl/,"As a homosexual, he found solace in communities that celebrated diversity and inclusion.",,
21,gay,/ɡeɪ/,"As a gay, he actively participated in the local Pride events to support his community.",,
22,lesbian,/ˈlɛzbiən/,She came out as a lesbian to her family during college.,,
23,straight,/streɪt/,She came out in college but dated a straight for a while before.,,
24,transgender,/trænzˈdʒɛndər/,The transgender woman bravely shared her journey of self-discovery and transition with her friends and family.,,
25,demographic,/ˌdɛməˈɡræfɪk/,The new marketing strategy aims to target a younger demographic.,,
26,ethnicity,/ɛθˈnɪsɪti/,The census form asked respondents to indicate their ethnicity.,,
27,to rebel,/rɪˈbɛl/,"The citizens decided to rebel against the oppressive regime, demanding freedom and equality.",,
28,to integrate,/ˈɪntəˌɡreɪt/,"After moving to the new town, she quickly integrated into the community, forming connections and participating in local events.",,
29,segregation,/ˌsɛɡrɪˈɡeɪʃən/,Segregation in schools was common in the southern United States.,,
30,sociological,/ˌsoʊsiəˈlɑdʒɪkəl/,The sociological perspective emphasizes the importance of examining societal factors in understanding human behavior.,,
31,multicultural,/ˌmʌltiˈkʌltʃərəl/,The city is known for its vibrant and multicultural population.,,
32,superior,/suˈpɪriər/,"As the CEO, she held a superior position in the company hierarchy, overseeing all operations and making strategic decisions.",,
33,senior citizen,/ˈsinjər ˈsɪtəzən/,"As a senior citizen, he enjoys the discounts offered at local stores and restaurants.",,
34,bourgeoisie,/ˌbʊrʒwɑˈzi/,The bourgeoisie in the 19th century played a significant role in shaping economic and social structures.,,
35,petite bourgeoisie,/pəˌtit ˌbʊrʒwɑˈzi/,The petite bourgeoisie typically consists of small business owners and skilled professionals.,,
36,protocol,/ˈproʊtəˌkɔl/,"In Japanese culture, bowing is a protocol that demonstrates respect and humility.",,
37,primitive,/ˈprɪmɪtɪv/,"The tribe continues to live a primitive lifestyle, relying on hand-made tools and natural resources.",,
38,hillbilly,/ˈhɪlˌbɪli/,"The character in the novel was a hillbilly from the Appalachian Mountains, known for his unique way of life.",,
