order,word,phonetic,example,note,definition_en
1,amphibian,/æmˈfɪbiən/,The frog is a well-known amphibian that lays its eggs in water and undergoes metamorphosis from tadpole to adult.,,
2,cold-blooded,/ˈkoʊld ˈblʌdɪd/,Snakes are cold-blooded animals that bask in the sun to raise their body temperature for optimal activity.,,
3,warm-blooded,/ˈwɑrm ˈblʌdɪd/,Mammals are warm-blooded animals that regulate their body temperature internally.,,
4,indigenous,/ɪnˈdɪʤənəs/,The indigenous flora and fauna of Hawaii are unlike those found anywhere else in the world.,,
5,rodent,/ˈroʊdənt/,The house mouse is a common rodent found in urban and rural areas around the world.,,
6,predator,/ˈprɛdətɚ/,"The lion is a formidable predator, using its strength and agility to hunt large herbivores such as zebras and wildebeests.",,
7,den,/dɛn/,Bears often construct dens in caves or burrow into the ground for hibernation during the winter months.,,
8,to camouflage,/ˈkæməˌflɑʒ/,The lizard camouflages itself by changing its skin color.,,
9,to growl,/ɡraʊl/,"The bear growled menacingly, warning other animals to stay away.",,
10,baboon,/bəˈbuːn/,"Baboons are highly social primates found in various habitats across Africa and Arabia, often forming troops of up to 200 individuals.",,
11,badger,/ˈbæʤɚ/,"European badgers are common in woodlands and rural areas throughout Europe, recognized by their black and white facial markings.",,
12,buffalo,/ˈbʌfəˌloʊ/,"The African buffalo, also known as the Cape buffalo, is a large bovine species native to sub-Saharan Africa, often found in savannas and grasslands.",,
13,coyote,"/kaɪˈoʊti/ , /ˈkaɪoʊt/","The coyote howled mournfully in the distance, echoing through the deserted canyon.",,
14,cougar,/ˈkuɡɚ/,"The cougar prowled silently through the dense underbrush, its golden eyes fixed on its unsuspecting prey.",,
15,hare,/hɛr/,"The hare darted across the meadow, its long ears twitching with every leap.",,
16,jaguar,"/ˈʤæɡˌwɑr/ , /ˈʤæɡjuːˌɑr/","With sleek muscles rippling beneath its spotted coat, the jaguar stalked its prey through the dense jungle.",,
17,panther,/ˈpænθɚ/,"In the darkness of the night, the panther moved silently through the shadows, its sleek form barely visible.",,
18,rhinoceros,/raɪˈnɑsərəs/,"The rhinoceros trudged slowly through the savanna, its massive horn glinting in the sunlight.",,
19,trunk,/trʌŋk/,"The elephant swung its trunk gracefully, plucking leaves from the tallest branches of the acacia tree.",,
20,tusk,/tʌsk/,"The elephant displayed its majestic tusks, gleaming in the sunlight as it roamed the savanna.",,
21,skunk,/skʌŋk/,"The skunk ambled through the forest, its distinctive black and white stripes serving as a warning to potential predators.",,
22,flock,/flɑk/,"With a flutter of wings, the flock of sparrows descended upon the bird feeder, chirping excitedly as they feasted.",,
23,cuckoo,/ˈkuːkuː/,"The cuckoo's melodic call echoed through the forest, signaling the arrival of spring.",,
24,dove,/dʌv/,"The dove cooed softly as it perched on the windowsill, its gentle presence bringing a sense of calm to the room.",,
25,falcon,/ˈfælkən/,"The falcon soared high above the cliffs, scanning the landscape below with keen eyes.",,
26,peacock,/ˈpiːkɑk/,"The peacock proudly displayed its iridescent plumage, shimmering with hues of blue, green, and gold.",,
27,raven,/ˈreɪvən/,"The raven perched atop the gnarled branch, its glossy black feathers glistening in the moonlight.",,
28,swallow,/ˈswɑloʊ/,"The swallow darted through the air with effortless grace, its streamlined body slicing through the sky.",,
29,dragonfly,/ˈdræɡənˌflaɪ/,"The dragonfly hovered gracefully above the surface of the pond, its iridescent wings shimmering in the sunlight.",,
30,grasshopper,/ˈɡræsˌhɑpɚ/,"The grasshopper leaped from blade to blade, its hind legs propelling it effortlessly through the tall grass.",,
31,wasp,/wɑsp/,"The wasp buzzed angrily as it defended its nest from intruders, its striped abdomen a warning to stay away.",,
32,crab,/kræb/,"The crab scuttled sideways along the sandy shore, its claws raised in a defensive posture.",,
33,python,/ˈpaɪˌθɑn/,"The python slithered silently through the underbrush, its muscular body undulating with graceful ease.",,
34,hippopotamus,/ˌhɪpəˈpɑtəməs/,The baby hippopotamus swam beside its mother.,,
35,orca,/ˈɔrkə/,"The orca breached the surface of the ocean in a spectacular display of power and grace, its massive black and white body glistening in the sunlight.",,
