order,word,phonetic,example,note,definition_en
1,beauty salon,/ˈbjuːti səˌlɑn/,"The beauty salon buzzed with activity as stylists tended to their clients, transforming hair and nails with precision and care.",,
2,alike,/əˈlaɪk/,"The two houses had nearly alike floor plans, with only minor differences in layout.",,
3,awkward,/ˈɑkwɚd/,Sarah's awkward dance moves drew laughter from her friends during the talent show.,,
4,delicate,/ˈdɛlɪkət/,"The delicate ballerina moved across the stage with grace and precision, captivating the audience with her elegant movements.",,
5,graceful,/ˈɡreɪsfəl/,"She walked with a graceful stride, her movements fluid and elegant.",,
6,elegant,/ˈɛlɪɡənt/,"She wore an elegant gown to the gala, turning heads with her timeless beauty.",,
7,mature,/məˈʧʊr/,"Despite her young age, she possessed a mature appearance, with features that belied her years.",,
8,hideous,/ˈhɪdiəs/,"The painting depicted a hideous monster with twisted features and glowing eyes, sending shivers down the viewers' spines.",,
9,scruffy,/ˈskrʌfi/,"He hadn't shaved in days, leaving his scruffy face covered in stubble.",,
10,shabby,/ˈʃæbi/,"He showed up to the job interview looking shabby, with wrinkled clothes and unkempt hair.",,
11,suntanned,/ˈsʌnˌtænd/,His suntanned face and arms were evidence of his love for outdoor activities like hiking and swimming.,,
12,upright,/ˈʌpˌraɪt/,"The monk meditated in an upright lotus position, spine like a steel rod.",,
13,slender,/ˈslɛndɚ/,"She had a slender figure, with long limbs and a graceful posture.",,
14,buff,/bʌf/,"He worked out regularly at the gym, resulting in a buff physique with well-defined muscles.",,
15,muscular,/ˈmʌskjələr/,"He had a muscular build, with well-defined arms and a broad chest.",,
16,big-boned,/ˈbɪɡ boʊnd/,"He inherited his big-boned build from his father, making him naturally strong and resilient.",,
17,stout,/staʊt/,"The stout man lumbered down the street, his heavyset figure moving with determination.",,
18,grotesque,/ɡroʊˈtɛsk/,She recoiled in horror at the sight of the grotesque creature lurking in the shadows.,,
19,homely,/ˈhoʊmli/,"Despite her homely appearance, she had a warm and engaging personality that drew people to her.",,
20,presentable,/prɪˈzɛntəbəl/,"Despite the long journey, she arrived looking presentable and refreshed.",,
21,appealing,/əˈpiːlɪŋ/,"Despite her simple attire, there was something undeniably appealing about her natural beauty.",,
22,alluring,/əˈlʊrɪŋ/,Her alluring smile and captivating eyes drew everyone's attention in the room.,,
23,magnificent,/mæɡˈnɪfɪsənt/,The bride looked absolutely magnificent in her flowing white gown as she walked down the aisle.,,
24,charming,/ˈʧɑrmɪŋ/,"Despite her simple attire, there was something undeniably charming about her natural beauty.",,
25,striking,/ˈstraɪkɪŋ/,"She had striking features, with high cheekbones and piercing blue eyes that drew everyone's attention.",,
26,superb,/suˈpɝːb/,"She had a superb sense of style, always impeccably dressed and effortlessly chic.",,
27,terrific,/təˈrɪfɪk/,She had a terrific smile that brightened up the room and made everyone feel welcome.,,
28,youthful,/ˈjuːθfəl/,"Despite her age, she had a youthful appearance, with smooth skin and a radiant smile.",,
29,wrinkly,/ˈrɪŋkli/,"Despite her age, she had a radiant smile that lit up her wrinkly face.",,
30,petite,/pəˈtiːt/,"She had a petite frame, with delicate features and slender limbs.",,
31,shapely,/ˈʃeɪpli/,"She had a shapely figure, with curves in all the right places.",,
32,plump,/plʌmp/,She had a plump face with rosy cheeks that gave her a youthful appearance.,,
33,curvy,/ˈkɝːvi/,"She had a curvy figure, with voluptuous hips and a narrow waist.",,
34,gross,/ɡroʊs/,"The man's gross belly hung over his belt, emphasizing his unhealthy weight.",,
35,godlike,/ˈɡɑdˌlaɪk/,His godlike physique was sculpted through hours of rigorous training and dedication to fitness.,,
