order,word,phonetic,example,note,definition_en
1,amateur,/ˈæməˌtɜr/,"She had an amateur interest in painting, often creating artworks in her spare time.",,
2,to snorkel,/ˈsnɔrkəl/,We decided to snorkel along the coral reef to observe the underwater wildlife.,,
3,to wade,/weɪd/,"During the hike, they had to wade across a shallow river.",,
4,ballroom dancing,/ˈbalˌrum ˈdænsɪŋ/,"Ballroom dancing requires precision, coordination, and graceful movements.",,
5,binge-watching,/ˈbɪndʒ ˌwɑtʃɪŋ/,"After a long week, I enjoy binge-watching my favorite TV series on weekends.",,
6,boating,/ˈboʊtɪŋ/,Boating on the lake is a favorite summer activity for many families in the area.,,
7,bodybuilding,/ˈbɑdiˌbɪldɪŋ/,Bodybuilding requires a rigorous training regimen and a strict diet to build muscle mass and definition.,,
8,brewing,/ˈbruɪŋ/,Brewing beer at home has become a popular hobby for many craft beer enthusiasts.,,
9,bungee jumping,/ˈbʌndʒi ˌdʒʌmpɪŋ/,Bungee jumping off the bridge gave him an exhilarating rush of adrenaline.,,
10,flower arranging,/ˈflaʊər əˈreɪndʒɪŋ/,She took a class in flower arranging to learn how to create beautiful bouquets and centerpieces.,,
11,modeling,/ˈmɑdlɪŋ/,He spent hours modeling a detailed replica of an ancient Roman city for his history project.,,
12,palm reading,/pɑm ˈridɪŋ/,She visited a fortune teller who practiced palm reading to learn more about her future.,,
13,parachuting,/ˈpærəˌʃutɪŋ/,She felt an adrenaline rush like never before when parachuting out of an airplane for the first time.,,
14,sewing,/ˈsoʊɪŋ/,"She learned sewing from her grandmother, who taught her how to make dresses and quilts.",,
15,wine tasting,/waɪn ˈteɪstɪŋ/,Wine tasting involves sampling and evaluating different wines to appreciate their flavors and characteristics.,,
16,acrobatics,/ˌækrəˈbætɪks/,"Acrobatics showcases impressive physical feats such as balancing, tumbling, and aerial maneuvers.",,
17,astrology,/əˈstrɑlədʒi/,"Astrology is the study of the positions and movements of celestial bodies, believed to influence human affairs and natural events.",,
18,aromatherapy,/əˌroʊməˈθɛrəpi/,Aromatherapy involves using essential oils extracted from plants to promote physical and psychological well-being.,,
19,belly dance,/ˈbɛli ˌdæns/,Belly dance is a traditional Middle Eastern dance characterized by movements of the hips and abdomen.,,
20,bullfight,/ˈbʊlˌfaɪt/,"The matador prepared meticulously for the bullfight, checking his cape and sword one last time.",,
21,calligraphy,/kəˈlɪɡrəfi/,The artist demonstrated exquisite calligraphy with graceful strokes and precise lettering.,,
22,cosplay,/ˈkɑzˌpleɪ/,"Cosplay events attract people of all ages who enjoy dressing up as their favorite characters from movies, video games, or books.",,
23,do it yourself,/du ɪt jərˈsɛlf/,Many people enjoy do-it-yourself projects because they allow for personal creativity and customization.,,
24,dressage,/drəˈsɑʒ/,Dressage is a highly skilled equestrian sport where horse and rider perform precise movements and maneuvers.,,
25,paintball,/ˈpeɪntˌbɔl/,Paintball fields feature diverse terrain and obstacles that add excitement and challenge to gameplay.,,
26,parkour,/pɑrˈkʊr/,"Parkour is a physical discipline where practitioners move through their environment with fluidity, using techniques like running, jumping, and climbing.",,
27,Sudoku,/suˈdoʊku/,"Sudoku is a logic-based puzzle game that requires filling a 9x9 grid with numbers from 1 to 9, ensuring each row, column, and 3x3 subgrid contains all digits exactly once.",,
28,tarot,/ˈtæroʊ/,"Tarot cards are used by fortune tellers and spiritual practitioners to gain insights into a person's past, present, and future through symbolism and intuition.",,
29,Zumba,/ˈzʊmbə/,Zumba is a popular fitness program that combines dance and aerobic movements set to energetic music.,,
30,to knit,/nɪt/,She knitted a cozy scarf for the winter.,,
