order,word,phonetic,example,note,definition_en
1,barcode,/ˈbɑrˌkoʊd/,The cashier scanned the barcode on each item to ring up the customer's purchases.,,
2,price tag,/ˈpraɪs ˌtæɡ/,She glanced at the price tag and was surprised by how expensive the dress was.,,
3,boutique,/buˈtik/,She found a beautiful dress at a boutique downtown and decided to splurge on it.,,
4,dressing room,/ˈdrɛsɪŋ ˌrum/,She tried on several outfits in the dressing room before finding the perfect one for the party.,,
5,rack,/ræk/,He placed the books on the rack in the study.,,
6,cash-back,/ˈkæʃˌbæk/,"The credit card offers cash-back rewards for every purchase made, providing a percentage of the total amount spent back to the cardholder.",,
7,register,/ˈrɛʤɪstɚ/,The cashier entered the sale amount into the register and gave the customer their receipt.,,
8,safe,/seɪf/,The hotel manager stored the day's cash earnings in the safe overnight.,,
9,closed-circuit television,/ˈkloʊzd ˈsɝːkɪt ˈtɛləˌvɪʒən/,The bank installed closed-circuit television cameras to monitor all transactions and enhance security.,,
10,to bargain,/ˈbɑrɡɪn/,The customers decided to bargain with the vendor to get a better price for the antique furniture.,,
11,to barter,/ˈbɑrtɚ/,"In the early days, people would barter livestock for essential goods.",,
12,to browse,/braʊz/,"On Saturday afternoons, she loves to browse through the local shops, admiring the latest fashion trends without feeling the need to make a purchase.",,
13,to comparison-shop,/kəmˈpɛrəsən ˈʃɑp/,She decided to comparison-shop online before making a final decision on which laptop to buy.,,
14,to retail,/ˈriːˌteɪl/,Local businesses often retail fresh produce to community members.,,
15,to wholesale,/ˈhoʊlˌseɪl/,The manufacturer decided to wholesale their products to retail chains to expand their market reach.,,
16,to sell out,/sɛl aʊt/,The theater production sold out within minutes of the tickets going on sale.,,
17,chain store,/ʧeɪn stɔr/,"The new mall includes several chain stores, such as popular clothing and electronics retailers.",,
18,convenience store,/kənˈvinjəns ˌstɔr/,She stopped by the convenience store to grab a snack and a bottle of water on her way to work.,,
19,deli,/ˈdɛli/,"She picked up a sandwich from the deli for lunch, opting for turkey and Swiss on whole wheat bread.",,
20,kiosk,/ˈkiːˌɑsk/,She bought a magazine from the kiosk at the train station before boarding her train.,,
21,outlet,/ˈaʊtˌlɛt/,She loves shopping at the outlet mall because she can find brand-name clothing at discounted prices.,,
22,florist,/ˈflɔrɪst/,She visited the local florist to pick out a bouquet of flowers for her mother's birthday.,,
23,grocer,/ˈɡroʊsɚ/,The grocer greeted each customer with a smile as they entered the store.,,
24,stationer,/ˈsteɪʃənɚ/,The stationer helped me find the perfect pens and notebooks for my office.,,
25,consumerism,/kənˈsuːmɚˌɪzəm/,"The holiday season is often associated with consumerism, as people are encouraged to buy gifts for friends and family.",,
26,shopaholic,/ˌʃɑpəˈhɑlɪk/,She's a self-proclaimed shopaholic who can't resist buying new clothes every week.,,
27,duty-free,/ˈduːti ˈfriː/,Travelers often take advantage of duty-free shopping at airports to purchase luxury items at discounted prices.,,
28,transaction,/trænˈzækʃən/,The transaction of his public duties requires careful planning and execution.,,
29,on sale,/ɑn seɪl/,The popular electronics store has the latest smartphones on sale this weekend.,,
30,pre-order,/ˈpriːˌɔrdɚ/,The store received a large number of pre-orders for the highly anticipated video game.,,
31,promotion,/prəˈmoʊʃən/,"The store is running a promotion this weekend, offering discounts on selected items.",,
32,voucher,/ˈvaʊʧɚ/,She received a gift voucher for her favorite restaurant as a birthday present.,,
33,half-price,/ˈhæfˌpraɪs/,All winter coats are half-price today.,,
34,foot traffic,/ˈfʊt ˌtræfɪk/,The coffee shop relies on foot traffic from nearby offices for its morning rush.,,
