order,word,phonetic,example,note,definition_en
1,beforehand,/bɪˈfɔrˌhænd/,Guests must submit dietary requests beforehand.,,
2,forthcoming,/ˈfɔrθˌkʌmɪŋ/,The company's CEO promised that forthcoming changes would lead to improved efficiency.,,
3,chronologically,/ˌkrɑnəˈlɑʤɪkli/,The events in the history book are presented chronologically.,,
4,indefinitely,/ɪnˈdɛfɪnətli/,The event has been postponed indefinitely due to unforeseen circumstances.,,
5,to date,/tuː deɪt/,"To date, we have received over 100 applications for the job opening.",,
6,for the time being,/fɔr ðə ˈtaɪm ˈbiːɪŋ/,"For the time being, I am focusing on my studies before deciding on my career path.",,
7,from time to time,/frʌm ˈtaɪm tuː ˈtaɪm/,I like to visit my hometown from time to time to catch up with old friends.,,
8,in due (course|time),/ɪn ˈduː ˈkɔrs/,The details of the project will be revealed to the team in due course.,,
9,yearlong,/ˈjɪrˌlɑŋ/,She embarked on a yearlong journey around the world to explore different cultures.,,
10,instant,/ˈɪnstənt/,He knew at that instant that he had made the right decision.,,
11,spell,/spɛl/,"After a brief spell of rain, the sun came out again.",,
12,chapter,/ˈʧæptɚ/,The turbulent chapter of the nation's history was characterized by civil unrest and political upheaval.,,
13,dusk,/dʌsk/,"As the sky turned a deep shade of orange, signaling the onset of dusk, the city's lights began to flicker on, casting a warm glow over the streets.",,
14,eternity,/ɪˈtɝːnɪti/,"Gazing up at the starry night sky, he felt as though he could get lost in the vastness of eternity.",,
15,midsummer,/ˈmɪdˌsʌmɚ/,"The joyous celebrations of midsummer echoed through the quaint village, where families gathered to revel in the warmth of the season.",,
16,midwinter,/ˈmɪdˌwɪntɚ/,"As midwinter descended upon the land, the trees stood bare against the gray sky, their branches etched in delicate patterns of frost.",,
17,solstice,/ˈsɑlstɪs/,"The winter solstice marks the shortest day and longest night of the year, a time when darkness holds sway over the land and the world seems to stand still.",,
18,quarter,/ˈkwɔrtɚ/,The company's profits increased during the second quarter of the year.,,
19,leap year,/ˈliːp jɪr/,"2020 was a leap year, so it had 366 days instead of the usual 365.",,
20,alternate,/ˈɑltɚˌneɪt/,The committee meets on alternative Thursdays to discuss budget updates.,,
21,continual,/kənˈtɪnjuəl/,The continual noise from the construction site disrupted the neighborhood's peace.,,
22,consecutive,/kənˈsɛkjʊtɪv/,"He scored three consecutive goals in the match, leading his team to victory.",,
23,successive,/səkˈsɛsɪv/,The successive waves of immigrants enriched the cultural tapestry of the city.,,
24,eternal,/ɪˈtɝːnəl/,Love is often described as an eternal bond that transcends time and space.,,
25,eventual,/ɪˈvɛntʃuəl/,"After years of hard work and dedication, he finally achieved his eventual goal of becoming a successful entrepreneur.",,
26,imminent,/ˈɪmɪnənt/,"With tensions escalating between the two countries, war seemed imminent.",,
27,lengthy,/ˈlɛŋθi/,"The meeting was unnecessarily lengthy, dragging on for hours without reaching any conclusive decisions.",,
28,occasional,/əˈkeɪʒənəl/,She enjoys the occasional glass of wine with dinner.,,
29,prospective,/prəˈspɛktɪv/,The prospective merger between the two companies has generated a lot of interest in the business community.,,
30,simultaneous,/ˌsaɪməlˈteɪniəs/,"The two teams scored simultaneous goals, resulting in a tie game.",,
31,latter,/ˈlætɚ/,"During the latter stages of the project, the team encountered unforeseen challenges.",,
32,nightly,/ˈnaɪtli/,The hotel offers nightly turn-down service for its guests.,,
33,yearly,/ˈjɪrli/,The company holds a yearly conference to discuss new developments and strategies.,,
34,year-round,/ˈjɪrˌraʊnd/,"The resort offers year-round activities, including skiing in the winter and hiking in the summer.",,
35,extension,/ɪkˈstɛnʃən/,The professor granted an extension on the deadline for the research paper due to unforeseen circumstances.,,
36,around the clock,/əˈraʊnd ðə ˈklɑk/,The customer service hotline operates around the clock to assist customers at any time.,,
37,get-go,/ˈɡɛtˌɡoʊ/,"Down from the get-go, there was no question about his ability.",,
38,longstanding,/ˈlɑŋˌstændɪŋ/,Their longstanding friendship began in elementary school and has endured through all the ups and downs of life.,,
39,longtime,/ˈlɑŋˌtaɪm/,Our family's longtime tradition of gathering every Sunday remains intact.,,
40,anno Domini,/ˈænoʊ dəmˈiːni/,"The ancient city was founded in 753 BC and later became a significant hub during the Roman Empire, enduring until AD 476.",,
41,in the (same|next) breath,/ɪn ðə ˈseɪm ˈbrɛθ/,"He praises her talent, but in the same breath, he criticizes her lack of experience.",,
42,before Christ,/bɪfˌoːɹ kɹˈaɪst/,The ancient civilization of Mesopotamia flourished around 3000 BC.,,
43,Common Era,/kˈɑːmən ˈiəɹə/,The fall of the Western Roman Empire occurred around 476 CE.,,
