order,word,phonetic,example,note,definition_en
1,playlist,/ˈpleɪˌlɪst/,"She curated a diverse playlist for the road trip, featuring everything from classic rock to contemporary pop.",,
2,acoustic,/əˈkuːstɪk/,"She preferred the acoustic guitar for its warm, natural tone.",,
3,instrumental,/ˌɪnstrəˈmɛntə‌l/,The instrumental piece featured a beautiful piano melody accompanied by strings.,,
4,tuneless,/ˈtuːnləs/,"Despite her efforts, the singer's performance was unfortunately tuneless and off-key.",,
5,amplifier,/ˈæmpləˌfaɪɚ/,The guitarist plugged his electric guitar into the amplifier to increase its volume.,,
6,jukebox,/ˈʤuːkˌbɑks/,The diner had a vintage jukebox filled with classic rock and roll songs from the 1950s.,,
7,synthesizer,/ˈsɪnθəˌsaɪzɚ/,The musician used a synthesizer to create futuristic sound effects in the movie's soundtrack.,,
8,anthem,/ˈænθəm/,The national anthem was played before the start of the sporting event as a sign of respect for the country.,,
9,ballad,/ˈbæləd/,"The troubadours of medieval Europe traveled from town to town, singing ballads of love and chivalry.",,
10,bagpipe,/ˈbæɡˌpaɪp/,The bagpipe is a traditional Scottish musical instrument with a distinctive sound.,,
11,bow,/baʊ/,"The violinist gracefully drew her bow across the strings, producing a hauntingly beautiful melody.",,
12,string,/strɪŋ/,"The guitarist strummed the strings of his acoustic guitar, filling the room with melodic chords.",,
13,harp,/hɑrp/,She practiced the harp diligently every day to prepare for the upcoming recital.,,
14,in tune,/ɪn ˈtuːn/,The guitarist spent extra time tuning his instrument to ensure it was in tune before the performance.,,
15,concerto,/kənˈʧɛrtoʊ/,"The orchestra performed a beautiful concerto by Mozart, featuring a talented soloist on the piano.",,
16,duo,/ˈduːoʊ/,The jazz duo captivated the audience with their smooth improvisations and tight harmonies.,,
17,bar,/bɑr/,The conductor signaled the orchestra to begin playing at the start of the next bar.,,
18,key,/ki/,"The composer chose the key of G major for the symphony, emphasizing its bright and uplifting qualities.",,
19,pitch,/pɪʧ/,She adjusted the pitch of her voice to match the melody of the song perfectly.,,
20,scale,/skeɪl/,"The C major scale consists of seven notes, starting with C and following a specific pattern of intervals.",,
21,harmony,/ˈhɑrməni/,"The choir sang in beautiful harmony, blending their voices to create a rich and unified sound.",,
22,symphony,/ˈsɪmfəni/,The orchestra's rendition of Beethoven's Ninth Symphony was truly captivating.,,
23,melody,/ˈmɛlədi/,"The melody of the song was catchy and easily recognizable, making it a favorite among listeners.",,
24,movement,/ˈmuvmənt/,"The symphony consisted of four movements, each showcasing different themes and moods.",,
25,to improvise,/ˈɪmprəˌvaɪz/,"When the actor forgot his lines, he had to improvise to keep the scene going.",,
26,to stream,/striːm/,They decided to stream the latest episode of their favorite TV show instead of waiting for it to download.,,
27,to hum,/hʌm/,"She liked to hum while she worked, finding it helped her concentrate.",,
28,to whistle,/ˈwɪsəl/,The boy learned how to whistle by watching his grandfather.,,
29,gospel,"/ˈɡɑspəɫ/, /ˈɡɔspəɫ/","The choir sang gospel songs with heartfelt emotion, filling the church with uplifting melodies.",,
30,funk,/fʌŋk/,The band played a funky groove that got everyone on the dance floor moving.,,
31,brass,/bræs/,"The brass section of the orchestra includes instruments like the trumpet, trombone, and tuba.",,
32,soul,/soʊl/,The singer's powerful voice and emotional delivery made her a standout performer in the soul music genre.,,
33,woodwind,/ˈwʊdˌwɪnd/,"The woodwind section of the orchestra includes instruments like the flute, clarinet, and oboe.",,
34,samba,/ˈsɑmbə/,The band played an energetic samba that had everyone dancing with joy.,,
35,percussion,/pɚˈkʌʃən/,"The percussion section of the orchestra includes instruments like the drums, cymbals, and maracas.",,
36,tango,/ˈtæŋɡoʊ/,The orchestra played a passionate tango that had the dancers moving gracefully across the floor.,,
