order,word,phonetic,example,note,definition_en
1,to adhere,/ædˈhɪr/,The label should adhere securely to the package for clear identification.,,
2,to allege,/əˈlɛdʒ/,Parents of the student allege that the school did not take the bullying complaints seriously.,,
3,to attribute,/əˈtrɪbˌjut/,Scientists attribute climate change to human activity.,,
4,to await,/əˈweɪt/,We eagerly await the arrival of the guests for the party.,,
5,to burst,/bɜrst/,"The balloon burst with a loud pop, startling everyone.",,
6,to cease,/sis/,They decided to cease production due to low demand.,,
7,to characterize,/ˈkærəktəˌraɪz/,The historian characterized the Renaissance period as a time of cultural rebirth and artistic innovation.,,
8,to compute,/kəmˈpjut/,Accountants must compute taxes owed by clients based on income levels and deductions.,,
9,to conceive,/kənˈsiv/,The architect conceived a visionary design for the futuristic building.,,
10,to counter,/ˈkaʊntər/,Taking vitamin C can help counter the effects of a cold.,,
11,to designate,/ˈdɛzɪɡˌneɪt/,The manager will designate a team lead to coordinate the project.,,
12,to differentiate,/ˌdɪfəˈrɛnʃiˌeɪt/,The teacher helps her students differentiate between similar-sounding words by highlighting their distinct meanings and usage.,,
13,to discard,/dɪsˈkɑrd/,She recently discarded old clothes from her wardrobe to make space for new ones.,,
14,to oversee,/ˌoʊvərˈsi/,She was hired to oversee the day-to-day operations of the company.,,
15,to denounce,/dɪˈnaʊns/,The activist group denounced the government's decision to cut funding for education.,,
16,to dissolve,/dɪˈzɑlv/,The pharmacist instructed him to dissolve the medication in water before taking it.,,
17,to elevate,/ˈɛləˌveɪt/,The board decided to elevate her to the position of Vice President due to her outstanding performance.,,
18,to inquire,/ɪnˈkwaɪr/,The detective inquired into the whereabouts of the missing person.,,
19,to diminish,/dɪˈmɪnɪʃ/,The effects of the medication gradually diminish over time.,,
20,to intensify,/ɪnˈtɛnsəˌfaɪ/,Ongoing efforts are currently intensifying to address climate change.,,
21,to escalate,/ˈɛskəˌleɪt/,Misunderstandings can quickly escalate if not addressed early.,,
22,to exaggerate,/ɪɡˈzædʒəˌreɪt/,She tends to exaggerate her accomplishments on her resume to make herself stand out.,,
23,to supplement,/ˈsʌpləˌmɛnt/,She supplements her diet with vitamins for better health.,,
24,to formulate,/ˈfɔrmjəˌleɪt/,The scientist spent months formulating a precise hypothesis for the experiment.,,
25,to heighten,/ˈhaɪtən/,The suspense in the movie heightened as the protagonist approached the mysterious door.,,
26,to disrupt,/dɪsˈrʌpt/,The unexpected power outage disrupted the entire office.,,
27,to inhibit,/ɪnˈhɪbɪt/,The medication is known to inhibit the growth of harmful bacteria.,,
28,to license,/ˈlaɪsəns/,Companies let users use their software legally by licensing it under certain terms.,,
29,to devastate,/ˈdɛvəˌsteɪt/,"The hurricane devastated the coastal town, leaving homes and businesses in ruins.",,
30,to oblige,/əˈblaɪdʒ/,The contract obliges both parties to fulfill their agreed-upon responsibilities.,,
31,to obsess,/əbˈsɛs/,"Ever since the breakup, she has been obsessing over what went wrong.",,
32,to persist,/pərˈsɪst/,"Despite his injury, the athlete persisted in training for the marathon.",,
33,to recount,/rɪˈkaʊnt/,The historian chose to recount the tale of the ancient civilization's rise and fall.,,
34,to render,/ˈrɛndər/,"During the event, the organizers will render information about the schedule and activities to the attendees.",,
35,to spare,/spɛr/,He decided to spare the extra supplies to the local charity.,,
36,to stabilize,/ˈsteɪbəˌlaɪz/,Central banks implement policies to stabilize the economy and control inflation.,,
37,to supervise,/ˈsupərˌvaɪz/,The manager diligently supervises the team's daily tasks to maintain efficiency.,,
38,to sustain,/səˈsteɪn/,She presented evidence to sustain her argument during the debate.,,
39,to terminate,/ˈtɜrməˌneɪt/,"After careful consideration, the board of directors voted to terminate the partnership agreement.",,
40,to warrant,/ˈwɑrənt/,The evidence presented warrants further investigation into the matter.,,
