topic_index,topic_title,topic_url,order,word,phonetic,example,note,definition_en
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,1,amphibian,/æmˈfɪbiən/,The frog is a well-known amphibian that lays its eggs in water and undergoes metamorphosis from tadpole to adult.,,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,2,cold-blooded,/ˈkoʊld ˈblʌdɪd/,Snakes are cold-blooded animals that bask in the sun to raise their body temperature for optimal activity.,,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,3,warm-blooded,/ˈwɑrm ˈblʌdɪd/,Mammals are warm-blooded animals that regulate their body temperature internally.,,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,4,indigenous,/ɪnˈdɪʤənəs/,The indigenous flora and fauna of Hawaii are unlike those found anywhere else in the world.,,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,5,rodent,/ˈroʊdənt/,The house mouse is a common rodent found in urban and rural areas around the world.,,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,6,predator,/ˈprɛdətɚ/,"The lion is a formidable predator, using its strength and agility to hunt large herbivores such as zebras and wildebeests.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,7,den,/dɛn/,Bears often construct dens in caves or burrow into the ground for hibernation during the winter months.,,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,8,to camouflage,/ˈkæməˌflɑʒ/,The lizard camouflages itself by changing its skin color.,,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,9,to growl,/ɡraʊl/,"The bear growled menacingly, warning other animals to stay away.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,10,baboon,/bəˈbuːn/,"Baboons are highly social primates found in various habitats across Africa and Arabia, often forming troops of up to 200 individuals.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,11,badger,/ˈbæʤɚ/,"European badgers are common in woodlands and rural areas throughout Europe, recognized by their black and white facial markings.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,12,buffalo,/ˈbʌfəˌloʊ/,"The African buffalo, also known as the Cape buffalo, is a large bovine species native to sub-Saharan Africa, often found in savannas and grasslands.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,13,coyote,"/kaɪˈoʊti/ , /ˈkaɪoʊt/","The coyote howled mournfully in the distance, echoing through the deserted canyon.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,14,cougar,/ˈkuɡɚ/,"The cougar prowled silently through the dense underbrush, its golden eyes fixed on its unsuspecting prey.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,15,hare,/hɛr/,"The hare darted across the meadow, its long ears twitching with every leap.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,16,jaguar,"/ˈʤæɡˌwɑr/ , /ˈʤæɡjuːˌɑr/","With sleek muscles rippling beneath its spotted coat, the jaguar stalked its prey through the dense jungle.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,17,panther,/ˈpænθɚ/,"In the darkness of the night, the panther moved silently through the shadows, its sleek form barely visible.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,18,rhinoceros,/raɪˈnɑsərəs/,"The rhinoceros trudged slowly through the savanna, its massive horn glinting in the sunlight.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,19,trunk,/trʌŋk/,"The elephant swung its trunk gracefully, plucking leaves from the tallest branches of the acacia tree.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,20,tusk,/tʌsk/,"The elephant displayed its majestic tusks, gleaming in the sunlight as it roamed the savanna.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,21,skunk,/skʌŋk/,"The skunk ambled through the forest, its distinctive black and white stripes serving as a warning to potential predators.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,22,flock,/flɑk/,"With a flutter of wings, the flock of sparrows descended upon the bird feeder, chirping excitedly as they feasted.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,23,cuckoo,/ˈkuːkuː/,"The cuckoo's melodic call echoed through the forest, signaling the arrival of spring.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,24,dove,/dʌv/,"The dove cooed softly as it perched on the windowsill, its gentle presence bringing a sense of calm to the room.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,25,falcon,/ˈfælkən/,"The falcon soared high above the cliffs, scanning the landscape below with keen eyes.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,26,peacock,/ˈpiːkɑk/,"The peacock proudly displayed its iridescent plumage, shimmering with hues of blue, green, and gold.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,27,raven,/ˈreɪvən/,"The raven perched atop the gnarled branch, its glossy black feathers glistening in the moonlight.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,28,swallow,/ˈswɑloʊ/,"The swallow darted through the air with effortless grace, its streamlined body slicing through the sky.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,29,dragonfly,/ˈdræɡənˌflaɪ/,"The dragonfly hovered gracefully above the surface of the pond, its iridescent wings shimmering in the sunlight.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,30,grasshopper,/ˈɡræsˌhɑpɚ/,"The grasshopper leaped from blade to blade, its hind legs propelling it effortlessly through the tall grass.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,31,wasp,/wɑsp/,"The wasp buzzed angrily as it defended its nest from intruders, its striped abdomen a warning to stay away.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,32,crab,/kræb/,"The crab scuttled sideways along the sandy shore, its claws raised in a defensive posture.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,33,python,/ˈpaɪˌθɑn/,"The python slithered silently through the underbrush, its muscular body undulating with graceful ease.",,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,34,hippopotamus,/ˌhɪpəˈpɑtəməs/,The baby hippopotamus swam beside its mother.,,
1,Animals,https://langeek.co/en/vocab/subcategory/915/learn,35,orca,/ˈɔrkə/,"The orca breached the surface of the ocean in a spectacular display of power and grace, its massive black and white body glistening in the sunlight.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,1,beauty salon,/ˈbjuːti səˌlɑn/,"The beauty salon buzzed with activity as stylists tended to their clients, transforming hair and nails with precision and care.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,2,alike,/əˈlaɪk/,"The two houses had nearly alike floor plans, with only minor differences in layout.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,3,awkward,/ˈɑkwɚd/,Sarah's awkward dance moves drew laughter from her friends during the talent show.,,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,4,delicate,/ˈdɛlɪkət/,"The delicate ballerina moved across the stage with grace and precision, captivating the audience with her elegant movements.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,5,graceful,/ˈɡreɪsfəl/,"She walked with a graceful stride, her movements fluid and elegant.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,6,elegant,/ˈɛlɪɡənt/,"She wore an elegant gown to the gala, turning heads with her timeless beauty.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,7,mature,/məˈʧʊr/,"Despite her young age, she possessed a mature appearance, with features that belied her years.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,8,hideous,/ˈhɪdiəs/,"The painting depicted a hideous monster with twisted features and glowing eyes, sending shivers down the viewers' spines.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,9,scruffy,/ˈskrʌfi/,"He hadn't shaved in days, leaving his scruffy face covered in stubble.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,10,shabby,/ˈʃæbi/,"He showed up to the job interview looking shabby, with wrinkled clothes and unkempt hair.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,11,suntanned,/ˈsʌnˌtænd/,His suntanned face and arms were evidence of his love for outdoor activities like hiking and swimming.,,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,12,upright,/ˈʌpˌraɪt/,"The monk meditated in an upright lotus position, spine like a steel rod.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,13,slender,/ˈslɛndɚ/,"She had a slender figure, with long limbs and a graceful posture.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,14,buff,/bʌf/,"He worked out regularly at the gym, resulting in a buff physique with well-defined muscles.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,15,muscular,/ˈmʌskjələr/,"He had a muscular build, with well-defined arms and a broad chest.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,16,big-boned,/ˈbɪɡ boʊnd/,"He inherited his big-boned build from his father, making him naturally strong and resilient.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,17,stout,/staʊt/,"The stout man lumbered down the street, his heavyset figure moving with determination.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,18,grotesque,/ɡroʊˈtɛsk/,She recoiled in horror at the sight of the grotesque creature lurking in the shadows.,,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,19,homely,/ˈhoʊmli/,"Despite her homely appearance, she had a warm and engaging personality that drew people to her.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,20,presentable,/prɪˈzɛntəbəl/,"Despite the long journey, she arrived looking presentable and refreshed.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,21,appealing,/əˈpiːlɪŋ/,"Despite her simple attire, there was something undeniably appealing about her natural beauty.",,
2,Appearance,https://langeek.co/en/vocab/subcategory/930/learn,22,alluring,/əˈlʊrɪŋ/,Her alluring smile and captivating eyes drew everyone's attention in the room.,,
