order,word,phonetic,example,note,definition_en
1,anatomy,/əˈnætəmi/,"She excelled in her anatomy class, fascinated by the intricate details of the human body.",,
2,optical,/ˈɑptɪkəl/,"Optical illusions play tricks on the mind, challenging our perception of reality.",,
3,oral,/ˈɔrəl/,The oral cavity contains the tongue and teeth.,,
4,lens,/lɛnz/,A healthy diet rich in antioxidants can help maintain the clarity and flexibility of the lens.,,
5,pupil,/ˈpjuːpɪl/,The optometrist used a flashlight to examine the dilation of the patient's pupils.,,
6,cheekbone,/ˈʧiːkˌboʊn/,"The makeup artist applied highlighter to accentuate the model's cheekbones, creating a sculpted look.",,
7,roof of the mouth,/ˈruːf ʌv ðə ˈmaʊθ/,"The dentist examined the patient's palate, the roof of the mouth, for signs of oral abnormalities.",,
8,jawbone,/ˈʤɑˌboʊn/,"The boxer's opponent landed a powerful punch to his jawbone, causing him to stagger backward.",,
9,baby tooth,/ˈbeɪbi tuːθ/,The child eagerly awaited the arrival of the Tooth Fairy after losing their first baby tooth.,,
10,limb,/lɪm/,The athlete injured his limb during the race and had to withdraw from the competition.,,
11,fingertip,/ˈfɪŋɡɚˌtɪp/,She carefully touched the delicate flower's petals with her fingertip.,,
12,fist,/fɪst/,"He clenched his fist tightly in frustration, feeling the anger boiling inside him.",,
13,gland,/ɡlænd/,"The endocrine system includes glands such as the thyroid and adrenal glands, which regulate hormones in the body.",,
14,saliva,/səˈlaɪvə/,"The mouth produces saliva, which helps to moisten food and initiate the process of digestion.",,
15,mucus,/ˈmjuːkəs/,"When you have a cold, your body produces excess mucus to help trap and expel harmful viruses and bacteria.",,
16,adrenaline,/əˈdrɛnəlɪn/,"When faced with danger, the body releases adrenaline, triggering the fight-or-flight response.",,
17,enzyme,/ˈɛnzaɪm/,"Enzymes play a crucial role in digestion, breaking down food into smaller molecules that can be absorbed by the body.",,
18,flesh,/flɛʃ/,She winced as the needle pierced her flesh during the vaccination.,,
19,torso,/ˈtɔrsoʊ/,"The artist sculpted a lifelike statue of a human torso, capturing the muscular contours with precision.",,
20,gut,/ɡʌt/,The surgeon made an incision through the abdomen to access the gut during the intestinal surgery.,,
21,nipple,/ˈnɪpəl/,"The baby latched onto the mother's nipple, eagerly nursing for nourishment.",,
22,navel,/ˈneɪvəl/,"In some cultures, the navel is considered a sacred symbol representing the connection between mother and child.",,
23,hipbone,/ˈhɪpˌboʊn/,"The dancer's movements accentuated the curve of her hipbones, adding grace to her performance.",,
24,lap,/læp/,"She rested her book on her lap, enjoying the warmth of the sun as she read in the garden.",,
25,groin,/ˈɡrɔɪn/,He felt a sharp pain in his groin after pulling a muscle while lifting weights at the gym.,,
26,genitals,/ˈʤɛnɪtəlz/,The doctor conducted a thorough examination of the patient's genitals during the routine check-up.,,
27,ovary,/ˈoʊvəri/,The doctor conducted an ultrasound to examine the woman's ovaries for any abnormalities.,,
28,womb,/ˈwuːm/,"The fetus nestled snugly within the safety of the womb, protected and nourished by the mother's body.",,
29,white blood cell,/ˈwaɪt ˈblʌd sɛl/,"White blood cells play a crucial role in the immune system, defending the body against infections and foreign invaders.",,
30,red blood cell,/ˈrɛd ˈblʌd sɛl/,"Red blood cells, also known as erythrocytes, are responsible for transporting oxygen from the lungs to tissues throughout the body.",,
31,fiber,/ˈfaɪbɚ/,The microscopic examination revealed damaged muscle fibers in the injured athlete's thigh.,,
32,to inhale,/ɪnˈheɪl/,The swimmer took a deep breath and prepared to inhale before diving into the pool.,,
33,to exhale,/ɛksˈheɪl/,"After holding her breath, she slowly exhaled and relaxed.",,
34,to secrete,/sɪˈkriːt/,Salivary glands secrete enzymes that aid in the digestion of food.,,
35,blood clot,/ˈblʌd ˈklɑt/,"A blood clot formed in the artery, causing a blockage and restricting blood flow to the heart muscle.",,
36,prostate,/ˈprɑˌsteɪt/,"The prostate is a small, walnut-sized organ located below the bladder and in front of the rectum in men.",,
37,liver,/ˈlɪvɚ/,"The liver is responsible for filtering toxins from the bloodstream, helping to detoxify the body and maintain overall health.",,
