order,word,phonetic,example,note,definition_en
1,to adhere to,/ædˈhɪr tu/,The employees must adhere to the dress code.,,
2,to comply,/kəmˈplaɪ/,Employees are expected to comply with the company's code of conduct.,,
3,to consent,/kənˈsɛnt/,Patients need to consent to a surgery or medical procedure before it can be performed.,,
4,to defy,/dɪˈfaɪ/,The rebellious teenager decided to defy the instructions given by their parents.,,
5,to observe,/əbˈzɜrv/,The company ensures that all employees observe workplace safety regulations.,,
6,compelling,/kəmˈpɛlɪŋ/,The speaker delivered a compelling argument that persuaded many to change their views.,,
7,legitimate,/lɪˈdʒɪtəmɪt/,The company's operations were deemed legitimate after passing all regulatory inspections.,,
8,liberal,/ˈlɪbərəl/,"She has a liberal attitude towards social issues, advocating for equality and justice.",,
9,obligatory,/əˈblɪɡəˌtɔri/,The completion of safety training is obligatory for all new employees before they start work.,,
10,to [be|feel] obliged {to do sth},/bi əˈblaɪdʒd/,"After receiving such generous help from her neighbor, she felt obliged to return the favor by watching their pets while they were away.",,
11,out of the question,/aʊt əv ðə ˈkwɛstʃən/,Going on vacation this summer is out of the question due to work commitments.,,
12,restricted,/rɪˈstrɪktɪd/,The sale of alcohol is restricted to individuals over the legal drinking age.,,
13,rigorous,/ˈrɪɡərəs/,The school has a rigorous dress code that all students must follow.,,
14,stern,/stɜrn/,The stern teacher maintained order in the classroom with her strict rules.,,
15,leniently,/ˈliniəntli/,"The judge decided to sentence the first-time offender leniently, considering their remorse.",,
16,allowance,/əˈlaʊəns/,Children receive a weekly allowance to learn the value of money and budgeting.,,
17,application,/ˌæplɪˈkeɪʃən/,The application of scientific principles led to significant advancements in technology.,,
18,clearance,/ˈklɪrəns/,The pilot received clearance from air traffic control to take off.,,
19,enforcement,/ɪnˈfɔrsmənt/,The police department is responsible for the enforcement of traffic laws in the city.,,
20,leave,/liːv/,The soldier acted without leave from his commanding officer.,,
21,green light,/ˈɡrin ˌlaɪt/,The manager gives the green light for the project to proceed.,,
22,must,/mʌst/,Comfortable shoes are a must for anyone planning to hike the trail.,,
23,obedience,/oʊˈbidiəns/,The soldier's strict obedience to orders earned him a commendation.,,
24,rejection,/rɪˈdʒɛkʃən/,The author's manuscript faced multiple rejections before finally being published.,,
25,say-so,/ˈseɪˌsoʊ/,She had the final say-so in approving the budget for the project.,,
26,dos and don'ts,/ˈduz ənd ˈdoʊnts/,The employee should follow the dos and don'ts outlined in the company handbook.,,
27,in accordance with,/ɪn əˈkɔrdəns wɪθ/,All employees are required to act in accordance with the company's code of ethics.,,
28,by the book,/baɪ ðə bʊk/,"The detective solved the case by the book, meticulously gathering evidence and following every procedure.",,
29,to [feel] free {to do sth},/fil fri/,Feel free to ask any questions during the meeting.,,
30,to [play] by {one's} own rules,/pleɪ baɪ wʌnz oʊn rulz/,"Despite the company guidelines, she preferred to play by her own rules when managing her team.",,
31,to conform,/kənˈfɔrm/,Students are expected to conform to the school's dress code.,,
32,non-compliant,/ˌnɑnkəmˈplaɪənt/,The company was fined for being non-compliant with environmental regulations.,,
33,to commit,/kəˈmɪt/,The judge decided to commit the convicted criminal to a maximum-security prison for a lengthy sentence.,,
34,conservative,/kənˈsɜrvətɪv/,She was raised in a conservative household where adherence to tradition was strongly emphasized.,,
